relative_path,size_bytes,sha256
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b61dc903fa7de050__Rovi_Annual_2019_ENG_p088_t02.csv,76,b61dc903fa7de050b34f98ef7b3627e2a8d01fb77043ba7ecfc604c74353a00a
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b624d4a51d72c04d__Rovi_Annual_2020_ENG_p303_t00.csv,881,b624d4a51d72c04d1b1c2f9f82dc1780f05e12a17d431d54cf0a0ecb89ad49af
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b636f2271eb2183b__Rovi_Annual_2024_ES_p366_t00.csv,16,b636f2271eb2183bfe5b584fa8291b488e879edb146b17f05f869ce78afa75a9
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b648b0e8c0e16da6__Rovi_Annual_2016_ES_p266.txt,1373,b648b0e8c0e16da6bed1745888303ebd9c5b7834601c8b770909ff5c2f0e9517
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b6618113ef9270c3__Rovi_Annual_2024_ES_p370_t02.csv,88,b6618113ef9270c389054f63ab9c07350ec771a5834735538082d788a6686d5e
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b667ec648a809015__Rovi_Annual_2024_ENG_p180.txt,3174,b667ec648a8090156d0a75d76fbdea0ad233c5a2739c852a8d39a8287839c72c
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b675a55cf2676b4a__Rovi_Annual_2024_ENG_p245.txt,3513,b675a55cf2676b4aac392631c544b83e55ffc73683fecdbb4dafc35e3f0f1fb7
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b68b59072b66768b__Rovi_Annual_2023_ES_p224_t05.csv,260,b68b59072b66768b0b1b811924301ebc43acd55b183a9cdc3fdfaf8ef854cdf8
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b6a159c57226fac0__Rovi_Annual_2023_ES_p018.txt,4826,b6a159c57226fac0912cd5474e66d844718b2955b04725c0fb568c49120e9499
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b6a1a72052cd17db__Rovi_Annual_2024_ES_p279_t07.csv,18,b6a1a72052cd17db835f16591bcbd080d2033a3baa00663ccc0ee7743c9d7e90
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b6a2eb9bf8a0c103__Rovi_Annual_2021_ENG_p049_t01.csv,727,b6a2eb9bf8a0c1036ea26c26ed97f7ff94da7f3e7b0727d9bd363a7e9dd2d75c
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b6aa654d4880de6a__Rovi_Annual_2024_ES_p238_t01.csv,571,b6aa654d4880de6aa58fcd82d40f7f15338acd83e8d608da4a4a501fd26afcae
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b6c0dd8bfc06fe2b__Rovi_Annual_2022_ES_p127_t01.csv,453,b6c0dd8bfc06fe2bcd2104e619f2c32eb2c9f5488043351dba0b6b1570773ab1
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b6c713490b9113a6__Rovi_9M_2024_Presentation_ES_p016_t02.csv,17,b6c713490b9113a6aa8290f48ad584a49e9d0fec835f14b3979855880c549e04
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b6cde05fdf84b67c__Rovi_H1_2024_PressRelease_ENG_p018_t00.csv,782,b6cde05fdf84b67c44e9188b9d3985995f9ac2c9b8b39897a21deaad759d44f1
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b6e1392aa33aa7db__Rovi_Annual_2025_ES_p143_t00.csv,1311,b6e1392aa33aa7db61fe7b917cde5e2eefe060690ebfd33cecf26bcb9f0d08e3
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b6e575ae4da57f9c__Rovi_Annual_2016_ES_p268_t02.csv,176,b6e575ae4da57f9c000d3d0ef47e22aa8275b3369c43ee9838f1fe12dd887805
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b6e84b8702031d62__Rovi_Annual_2024_ENG_p128_t00.csv,237,b6e84b8702031d623f7f23b72633df167236ca6e2b5919e809fa5b6712def84a
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b6eaafd16717be70__Rovi_Annual_2022_ES_p064.txt,2985,b6eaafd16717be7026a3872533eaef8f89e67599364583a4d0fa8925b2285986
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b6f6471604f9409e__Rovi_Q1_2024_PressRelease_ENG_p015.txt,2359,b6f6471604f9409e9cbba9df22e9a6dbe95d7ca6a9c676ed71378fa29a9bd7d3
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b6fc2b2d8f78f6bd__Rovi_Annual_2019_ENG_p377.txt,1940,b6fc2b2d8f78f6bda862e93cccab4e236ae93acadb582ed1c1ba6921dfd714d6
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b6fd6751d6465094__Rovi_Annual_2020_ENG_p157.txt,3555,b6fd6751d6465094d5231c16982c0437d77d0a125ee9febdd4dd4a7c8fb1241d
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b717a59ed8cda252__Rovi_Annual_2023_ES_p144.txt,4237,b717a59ed8cda252d670d88a8d701368e0f1c2d623ac82f13858f4072d26130a
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b71dc0f9e9bf3548__Rovi_Annual_2017_ENG_p038_t00.csv,395,b71dc0f9e9bf3548d9271ac40bf8dbab4f8444d7e0af386644aa0b69857f104d
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b728fed60d36c180__Rovi_Annual_2016_ES_p274_t01.csv,577,b728fed60d36c180a4fd54583406bf048c74f8f6ec25c41b52ef8492ffb6e310
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b72a4d40095ae5b0__Rovi_Annual_2018_ENG_p058_t01.csv,448,b72a4d40095ae5b0af87836c4291767217dcb202e8220ee988a5a8a76adf8170
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b72f5fbe370be197__Rovi_Annual_2019_ENG_p239.txt,4558,b72f5fbe370be19726f31b9d686b18a2f7e3cef7a01a11d5142c02e5589c2218
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b73f5cf4d42258e1__Rovi_Annual_2018_ENG_p289_t02.csv,65,b73f5cf4d42258e1f9102f6cebfd4db2ff29ca564550f00f4b08ffe1766975ac
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b743cd54cae9f245__Rovi_Annual_2023_ES_p230.txt,873,b743cd54cae9f245907d42e891be311b859f034747f490a21444aba5d71c4495
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b7462cc9c9f366d8__Rovi_Annual_2018_ENG_p208_t06.csv,71,b7462cc9c9f366d8c89df3f713ff9266c3d1720a77dcaa9178943c729c7c416d
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b74685e654d72280__Rovi_Annual_2016_ES_p089_t01.csv,63,b74685e654d722803110ce144843474da307c542fd51d5309759ba7884592050
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b74ebe1b508b3e7c__Rovi_H1_2025_ENG_p034.txt,3617,b74ebe1b508b3e7c2f89cbdb53d49448b98ef282c17f793d92141977801e247b
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b75beeae35f85769__Rovi_Annual_2024_ENG_p041.txt,2699,b75beeae35f85769f0395a61192d927e6db044156988d6df3f792ef634b8850c
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b75cc403ac0b37a9__Rovi_Annual_2018_ENG_p287_t00.csv,751,b75cc403ac0b37a9bf6d757fa98023646abf4f5bd6024deb3eacfb9eb8834648
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b75f0031e04f72d7__Rovi_Annual_2024_ENG_p130_t00.csv,176,b75f0031e04f72d733acf318aa8a47fcc618fc508e182be1c7f7786d25b9840e
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b772677bc93ea495__Rovi_H1_2024_ENG_p047.txt,4821,b772677bc93ea4955042397d1d0fbb15eec231f0522c20b69233a712a6e5cb9b
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b77977ea4a50dab2__Rovi_Annual_2024_ENG_p302_t00.csv,24,b77977ea4a50dab21c7dd3e324116046243a0a5682b1e562666645d6113cb66f
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b77a4547ce1014e6__Rovi_Annual_2022_ES_p105.txt,4698,b77a4547ce1014e6d848aad9fd7b13f7c00d418ea507cfbebbcc03fbdb7cb7d4
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b789d47776e92e6f__Rovi_Annual_2023_ES_p146_t01.csv,182,b789d47776e92e6f0bb350423b680f6f538e779e0e3472e2de945965cc7808dd
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b78de12dac3a1b89__Rovi_Annual_2024_ENG_p250_t00.csv,1590,b78de12dac3a1b893593fba86c2bd97bb752756b3b5795ef0561b74d2795be8f
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b78eba1d0f899301__Rovi_Annual_2024_ES_p263.txt,2159,b78eba1d0f8993016a4fdef77ad6a623b5522596ccc9558533118edc26c77040
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b79478e66e6a5152__Rovi_Annual_2021_ENG_p150_t01.csv,497,b79478e66e6a5152c5f5f563bcf40d9ba18f96457a106a1d6d12f0c7993dae57
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b79f47d9637da4ca__Rovi_Annual_2018_ENG_p245.txt,2638,b79f47d9637da4ca687067ad4b300891cd1fc7995c5fa6d7362b63f7361186f1
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b7b3905dfad1e6a8__Rovi_H1_2025_ENG_p067.txt,1923,b7b3905dfad1e6a8c3436d57e35c9d04977890056fcfa1eaa969405a80e8d3d5
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b7c7f4cfbad0a439__Rovi_Annual_2023_ES_p330.txt,3181,b7c7f4cfbad0a4395b973ae340e8cf39c29b5992dcd19d918b077c848b8071bb
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b7c80bc005e4b5e0__Rovi_Annual_2022_ES_p063.txt,3238,b7c80bc005e4b5e08c566a91327d7ef7984f112f21d3b571092dbcec7324f38a
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b7d153ae33aac08c__Rovi_Annual_2017_ENG_p297_t00.csv,870,b7d153ae33aac08c57c4ad0cb764c208da43458e0c57f170e35d2ff01e77b55e
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b7d5cba356f86796__Rovi_Annual_2024_ENG_p052_t00.csv,216,b7d5cba356f8679665ed1de49a47332bf6c72d1bc4adec104c16e3ef455b4fb1
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b7d760dd4531c254__Rovi_Annual_2020_ENG_p157_t00.csv,5126,b7d760dd4531c254f410568229a72e993e86cc51b1f2550c46b30e2596583e95
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b7e0c33813258666__Rovi_Q1_2024_PressRelease_ENG_p019_t00.csv,226,b7e0c33813258666467f3a11957116fb3813fbe87b3b19d0421b9c5f9579be0a
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b7e666753d3f6568__Rovi_Annual_2024_ES_p067.txt,4016,b7e666753d3f65687e2156d103dfc79a83e01e52c2fd7a0c92d2eb5dfdc78c00
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b7f6a5162a6c9118__Rovi_Annual_2022_ES_p169.txt,3404,b7f6a5162a6c91183c7e8e0e045ff271ee99f47d9438031d92202dccd35ad760
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b7f6c09ab9e5495b__Rovi_Annual_2024_ES_p057.txt,2339,b7f6c09ab9e5495bcd15d0353929aedb490076b63b3370d3d92b3209a0664d5b
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b7f94d80c9b33d94__Rovi_Annual_2020_ENG_p165_t00.csv,983,b7f94d80c9b33d94477287797289b24a96c24afd3bdd80935b33d3c47c3b846a
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b7fe00025fa18a96__Rovi_Annual_2022_ES_p120_t01.csv,159,b7fe00025fa18a96840601cc67d801d04ef7441c4ef98af61ad9773a1a4bdba4
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b80a3159a3bdb221__Rovi_H1_2025_ENG_p044_t00.csv,714,b80a3159a3bdb2211d1c416e2484b81c7831d1b2c9e2e6d0b6f6a74395458024
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b817cd3c35482826__Rovi_Annual_2019_ENG_p117.txt,3617,b817cd3c354828267680a3f247182e9f618b00cccfe7672d1ecbcbce360d8368
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b82304244cf9c1d5__Rovi_Annual_2024_ES_p335_t02.csv,146,b82304244cf9c1d5a269645f9014d2cfc886a4bf50d5788fbf4a4d3439b86d9d
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b8281e8de1e2f0ef__Rovi_Annual_2025_ES_p337_t00.csv,449,b8281e8de1e2f0ef038ca02374fa64c7ff6218c1e0fe64ad812b970522e523e3
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b831753f1c79a0f5__Rovi_Annual_2022_ES_p091.txt,904,b831753f1c79a0f543aa2d08af98d20ea65e823c050a84a7cf025d3de1160d2f
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b842efb6657dd815__Rovi_Annual_2019_ENG_p265.txt,1704,b842efb6657dd8153c68dbe32db34f042cfa7106824fd0f618bda2d95d73891c
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b84674a74685ad77__Rovi_Annual_2016_ES_p062_t00.csv,296,b84674a74685ad77ff49eb7a01569fcf7e45b683eb26daa3957a09b49ae2b5ce
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b84822e8a645ea26__Rovi_Q1_2025_PressRelease_ENG_p020_t00.csv,157,b84822e8a645ea26fbf9110a5f82442eb4c834e7ecf768bfc62082c2a4f5fce4
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b84cbca489036de6__Rovi_Annual_2017_ENG_p199.txt,2291,b84cbca489036de6016af9613c4aebb56f59bfe7122d4fcc549c1f42a10b8e0e
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b8526567a6b544c9__Rovi_Annual_2019_ENG_p196_t04.csv,156,b8526567a6b544c93091325f817b5fde4f426d8c7c0583fcf1d50fe14f680a43
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b8530f2790ef2137__Rovi_Annual_2024_ES_p270_t00.csv,99,b8530f2790ef21375b4f520366aa05a103f1f775821a8942e11c68c3c50a2910
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b8603683529b3f4c__Rovi_Annual_2021_ENG_p099.txt,1515,b8603683529b3f4cf0c9dc0db3a576899c37e8e1d71daa4cdc88df64927ba120
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b868c698a9746563__Rovi_Annual_2016_ES_p171.txt,2184,b868c698a9746563b300ea669d9ebd9aeb965769e0a2b0df78332be5d26d14d5
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b86b54faf8997aab__Rovi_Annual_2018_ENG_p259.txt,3293,b86b54faf8997aab8fa9a180caeca97cf184dade98ed1d2d6d8341f7c18e3ddc
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b872ce7bbc3347a1__Rovi_Annual_2024_ENG_p119_t04.csv,161,b872ce7bbc3347a14c63caa860be01ad2ea5d9460b6f7a2d39a871e882671a3b
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b873e0b13d15ea12__Rovi_Annual_2024_ENG.pdf,2210758,b873e0b13d15ea12a95504875d428e9fced9fa6a1df8d5a28255bc0c8b6efff3
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b87854ca8443c8ab__Rovi_Annual_2019_ENG_p270_t01.csv,200,b87854ca8443c8abc224425c410e63154d18d58c167d0f7787963547a672147d
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b8794e53bb4d69e7__Rovi_Annual_2020_ENG_p197.txt,2190,b8794e53bb4d69e71bab9eda6f06bb1e4e68bbec52214698f4863338dd1c4ed5
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b886f183fad70113__Rovi_Annual_2020_ENG_p158.txt,2712,b886f183fad70113bbd772b96fe7412c1f91ec09fd1c9ec00f1880d2a71af2ae
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b8973f4475e4ebc2__Rovi_Annual_2022_ES_p120.txt,2837,b8973f4475e4ebc27f1992aa6dfcd07d9838a8e26eda5e138157bcacfdcbb21d
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b8b0a2bd28c97d77__Rovi_Annual_2025_ES_p067.txt,2172,b8b0a2bd28c97d77bad93e583b0b52d3be2cfa98bca88a1a02e856430e36e906
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b8b5179872e86ad9__Rovi_Annual_2025_ES_p185.txt,3598,b8b5179872e86ad985df8173f3fd335761d6bf6b51583fedec2d5ac01880f1f1
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b8c34c65fbebf62e__Rovi_Annual_2024_ENG_p123.txt,4248,b8c34c65fbebf62e8ad60252fd98109824061e39b346f0180d96d7d9ce540e18
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b8cb06f197d4a1aa__Rovi_H1_2024_ENG_p011.txt,2706,b8cb06f197d4a1aa5163652f8d61ec3767cb6201045c23f70fa0466edfda8f6f
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b8d82e87e65eaadd__Rovi_Annual_2019_ENG_p118_t00.csv,552,b8d82e87e65eaadd24f5e667ce0ef4093104f3cc27f24fcaa6ff234419229230
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b8dec474ac2ba02f__Rovi_Annual_2021_ENG_p134.txt,2113,b8dec474ac2ba02fc081d9378fa8b481d03a0a83d3f8a4b5d5d81bf69b894773
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b8ea473f083bab54__Rovi_Annual_2022_ES_p125.txt,2030,b8ea473f083bab54d2f50db7b95e4523687b8da7bd52444bf59fbdacb7447ee0
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b90ee4ca5585454e__Rovi_Annual_2018_ENG_p079.txt,2525,b90ee4ca5585454e8729b33b7ef2e97a8aa738345f25e1c11ec48c101e3ecb50
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b91da0a557552fdf__Rovi_H1_2025_ENG_p081.txt,1001,b91da0a557552fdfc44512b94a504ff8a6d6ea1b72bd910593d586f951cf73da
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b91fab33b8d08de3__Rovi_H1_2024_PressRelease_ENG_p020.txt,2620,b91fab33b8d08de36cd32b40c97d82b944ad84c05728d20f4481203f81c981d2
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b923aa383e6a4259__Rovi_Annual_2021_ENG_p058_t00.csv,327,b923aa383e6a42597bc295d6db48b5c309ca8ebf70eb9bdfa1cc0eab182fc75b
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b9314291c7d75c09__Rovi_Annual_2020_ENG_p284.txt,3322,b9314291c7d75c09cf65ea33e1e95a2833b9ea401702a42ad661ebd20bec84bd
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b932527c02331687__Rovi_Q1_2024_PressRelease_ENG_p011_t00.csv,260,b932527c02331687d69921783579baca1a74bf844344050c1f6c758b238186a6
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b9430a8f79c94866__Rovi_Annual_2023_ES_p303_t01.csv,55,b9430a8f79c948669baf6cd9ee544fdb979ca9c85110e9f0ec5c341292aa3530
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b9697bcf37400128__Rovi_Annual_2019_ENG_p011.txt,1729,b9697bcf37400128d8a24c82b3cc625a27241b8f5ed007295485bad9e454431c
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b96e1bd2d0b28b84__Rovi_Annual_2025_ES_p055.txt,3772,b96e1bd2d0b28b84206f6d231180f6d7caf82073bffc6f40ee60b1fc3cb935fb
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b9718be6b4bff0c0__Rovi_Annual_2016_ES_p274_t00.csv,66,b9718be6b4bff0c0a42209e3c1d32d5a48299bdfc5e8b05e6aa5293d61de81fd
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b971e9f22e41c1c4__Rovi_Annual_2024_ES_p245_t04.csv,44,b971e9f22e41c1c44361348d8de36afe0c25a15f6646a0b9448e69d35d28b319
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b97d4a5779389b71__Rovi_Annual_2022_ES_p142.txt,3814,b97d4a5779389b71a3f7a32a4d547382ab5bdaedda11a65f554f88320d86e263
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b988f42870e5bfc6__Rovi_Annual_2021_ENG_p092.txt,3642,b988f42870e5bfc6831e658e5e93ed6233402775ec050577e7aa182c4800b206
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b98e4f0cab92f880__Rovi_Annual_2022_ES_p053_t02.csv,212,b98e4f0cab92f880d5c1ead6d166d25b8ef11e1755f1a4a2d2faa18d9248f135
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b99182e2ba97f9ee__Rovi_Annual_2020_ENG_p266.txt,3658,b99182e2ba97f9eea11c6f146fb975bce9406a8aa8e71015c684a06a9832cabd
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b996979272ce905e__Rovi_Annual_2024_ES_p197_t07.csv,134,b996979272ce905e4e64ee49792c18e2b3de1835a5350fa8602eda6b94d0a04d
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b99865c59d7c8f8b__Rovi_Annual_2024_ES_p318_t03.csv,18,b99865c59d7c8f8b72908d71e33a6cd4a639caf7394c2ae3e9e1e619a46404e1
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b99b6f2492424686__Rovi_Annual_2019_ENG_p237.txt,3898,b99b6f249242468639694aa78b4b91ffed0ae1cbb69a1faf6b9baefb79ee811b
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b99d55f2f43ff6cf__Rovi_Annual_2023_ES_p136.txt,2906,b99d55f2f43ff6cffbeab10df1dadf147900508dddb4cd53195cff688c9b1859
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b99fe399bad5073c__Rovi_Annual_2024_ES_p197_t05.csv,45,b99fe399bad5073ce6eb4e3516876b5dc3c70e22e062d35dddaaa5d5afe9e06c
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b9a81ec1f4b71913__Rovi_Annual_2025_ES_p369_t01.csv,235,b9a81ec1f4b7191322426f3e1081c27163d8d5b14d5b68640dcc82cccef88c6f
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b9c2b494f96be3c4__Rovi_Annual_2021_ENG_p056_t02.csv,258,b9c2b494f96be3c4e1c25cdcd87085889aa0dcc268d5c61182c4c24cb83dbab6
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b9d859cf735dc13e__Rovi_Annual_2020_ENG_p385_t01.csv,1927,b9d859cf735dc13ee3c4783f03e30e7ad4f296e3840360f7f5033e4489f76fa8
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b9dade5ef53539be__Rovi_Annual_2024_ES_p287.txt,4293,b9dade5ef53539bee4b90ff001a57a5ae1643d68a1aa1ca19890ef2d5270dbde
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b9e389743d76fc28__Rovi_Annual_2024_ES_p179_t00.csv,286,b9e389743d76fc28a42aa0522a58f88a4f5d7bf88a778b210e115c0907397928
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\b9e9e94d7a7eee63__Rovi_Annual_2025_ES_p098.txt,2577,b9e9e94d7a7eee634a4902f6b855165282f46f731052a6b3182199a5749c8d46
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\ba01cb9224c175cb__Rovi_Annual_2025_ES_p046_t01.csv,162,ba01cb9224c175cbc137818bb971e268bc763838e6e91b34c9a77d69cf3dbe09
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\ba0ce1288632c1bf__Rovi_Annual_2017_ENG_p163.txt,3075,ba0ce1288632c1bfcc6476b7b45f0ae4da9baf7f9b045b6827edd253ecff1162
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\ba139fdaa40639ea__Rovi_Annual_2020_ENG_p287.txt,1448,ba139fdaa40639ea4214a088475a97e857ab7bc61b1e86a3255cfa181e222777
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\ba14e96dbdb5265e__Rovi_Annual_2021_ENG_p106.txt,4372,ba14e96dbdb5265eb55e43c169a7528e1fa76f73ceff63585e555b6d37f57328
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\ba185ade6c4847fc__Rovi_Annual_2023_ES_p356.txt,2590,ba185ade6c4847fcc979d02967f1f4f361acaffc68934fa430dafc3888ef8ecb
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\ba19b2c78635499d__Rovi_Annual_2019_ENG_p084.txt,756,ba19b2c78635499d71b38d84eb2d68e98107fa12d67d41f97b4b6cc80c20d454
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\ba24f81688570eae__Rovi_Annual_2024_ENG_p122.txt,2900,ba24f81688570eae9ed21fccb9163cc7793d6a64b594b5e9efbabaf9bcab6327
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\ba2b9a196848565f__Rovi_Annual_2022_ES_p129_t03.csv,98,ba2b9a196848565fdd2e2beba22efedcd7f642f8cb7a2bec5640ed65f00be8b6
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\ba2d805d7249b644__Rovi_Annual_2024_ES_p073.txt,5617,ba2d805d7249b6449333fd117627f7183cf6b76c540d03d13209051ed754796d
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\ba34ac0413d2feec__Rovi_Annual_2024_ENG_p211_t00.csv,28,ba34ac0413d2feecf7054c905e31144827b7cb21a91070e03a79c49d067cb7c4
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\ba49e5550bc49673__Rovi_Annual_2020_ENG_p221_t00.csv,361,ba49e5550bc49673d7e2375e005022175f20b34041f387ffd8fff1b4c2745f2c
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\ba49f1ce5af327c5__Rovi_Annual_2025_ES_p015.txt,2047,ba49f1ce5af327c55789b4cda15fc537179a00e909885d8cc333908abbc48b39
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\ba56f8146b33366a__Rovi_Annual_2021_ENG_p126.txt,3313,ba56f8146b33366a2979c8e59ecdc1e408c5ba18b1779610449f79b024f326f8
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\ba5a7f8e8a9ab391__Rovi_Annual_2019_ENG_p031_t00.csv,258,ba5a7f8e8a9ab39170e42801542fb83959a6cb3772f7833df988c0ddf713bd91
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\ba624f83d26666b8__Rovi_H1_2025_ENG_p066.txt,2262,ba624f83d26666b87bee23579ca79a17d6810bf05aaabfbe1ba936dc0b8bb142
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\ba685527e7d865d2__Rovi_Annual_2020_ENG_p099_t01.csv,417,ba685527e7d865d28cc66844c6c78af5dce4fe3ed5bb6b9a01f678a8df839260
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\ba7425b7dffb1028__Rovi_Annual_2024_ENG_p137_t00.csv,628,ba7425b7dffb10282711100722ff233cd9dca190356e61eeb7496f57d7213835
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\ba7565d47a85327a__Rovi_Annual_2018_ENG_p032_t00.csv,879,ba7565d47a85327ac9b20d46f6a488ec6e5af5d8682daa3333e4001c9cac0872
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\ba786b32a3af0146__Rovi_Annual_2016_ES_p012_t00.csv,982,ba786b32a3af01460a05bc5aa870da7aaa473dafff3181cdcc04b41bda13fa5e
