fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,__period__,company,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda
2023-12-31,USD,43479000000.0,12485000000.0,3226000000.0,3226000000.0,4021000000.0,3408000000.0,30993000000.0,,,5387000000.0,5387000000.0,17177000000.0,,,,1830000000.0,,35353000000.0,12247000000.0,2602000000.0,,,1672000000.0,23106000000.0,320000000.0,18161000000.0,1672000000.0,,20153000000.0,7973000000.0,4019000000.0,7506000000.0,,-13534000000.0,57000000.0,1137000000.0,2023-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,USD,42088000000.0,11425000000.0,2249000000.0,2249000000.0,4051000000.0,3385000000.0,30663000000.0,6028000000.0,,5525000000.0,5525000000.0,16885000000.0,,,,1740000000.0,,34577000000.0,11394000000.0,2280000000.0,,,1479000000.0,23183000000.0,324000000.0,18495000000.0,1479000000.0,,20298000000.0,1013000000.0,2000000.0,6929000000.0,,-13870000000.0,57000000.0,1135000000.0,2023-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,USD,43095000000.0,12088000000.0,2669000000.0,2669000000.0,4109000000.0,3539000000.0,31007000000.0,6130000000.0,,5738000000.0,5738000000.0,17118000000.0,,,,1771000000.0,,35387000000.0,11843000000.0,2508000000.0,,,1980000000.0,23544000000.0,338000000.0,18698000000.0,1980000000.0,,21016000000.0,7355000000.0,1000000.0,7052000000.0,,-13950000000.0,57000000.0,1120000000.0,2023-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,USD,43456000000.0,11501000000.0,2143000000.0,2143000000.0,4118000000.0,3435000000.0,31956000000.0,,,5964000000.0,5964000000.0,17799000000.0,,,,1805000000.0,,34845000000.0,10411000000.0,2381000000.0,,,1023000000.0,24434000000.0,345000000.0,19668000000.0,1023000000.0,,21036000000.0,7007000000.0,2000000.0,7860000000.0,,-13086000000.0,57000000.0,1115000000.0,2023-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-31,USD,44011000000.0,12051000000.0,2801000000.0,2801000000.0,3833000000.0,3696000000.0,31960000000.0,6158000000.0,,6270000000.0,6270000000.0,17633000000.0,,,,1721000000.0,,35413000000.0,11469000000.0,1887000000.0,,,2109000000.0,23944000000.0,349000000.0,19103000000.0,2109000000.0,,21561000000.0,7473000000.0,-1000000.0,7804000000.0,,-12975000000.0,57000000.0,1111000000.0,2022-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-30,USD,44252000000.0,11453000000.0,2225000000.0,2225000000.0,3859000000.0,3730000000.0,32801000000.0,5568000000.0,,6394000000.0,6394000000.0,18433000000.0,,,,1639000000.0,,34734000000.0,11534000000.0,1635000000.0,,,2769000000.0,23200000000.0,354000000.0,18497000000.0,2769000000.0,,21620000000.0,7130000000.0,4200000000.0,8767000000.0,-4128000000.0,-11660000000.0,57000000.0,1119000000.0,2022-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30,USD,45932000000.0,12164000000.0,2058000000.0,2058000000.0,4049000000.0,4471000000.0,33767000000.0,6181000000.0,,6700000000.0,6700000000.0,18837000000.0,,,,1586000000.0,,36104000000.0,10996000000.0,1901000000.0,,,1719000000.0,25108000000.0,371000000.0,20363000000.0,1719000000.0,,22453000000.0,7376000000.0,4213000000.0,9037000000.0,-4128000000.0,-11716000000.0,57000000.0,1110000000.0,2022-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,USD,47059000000.0,12451000000.0,2175000000.0,2175000000.0,4012000000.0,4253000000.0,34607000000.0,5932000000.0,,7116000000.0,7116000000.0,19986000000.0,,,,2011000000.0,,36799000000.0,11613000000.0,1750000000.0,,,2077000000.0,25186000000.0,393000000.0,20840000000.0,2077000000.0,,23310000000.0,7786000000.0,25187000000.0,9344000000.0,-4128000000.0,-11484000000.0,57000000.0,1107000000.0,2022-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,USD,47666000000.0,12573000000.0,2165000000.0,2165000000.0,3818000000.0,4529000000.0,35094000000.0,5982000000.0,,7466000000.0,7466000000.0,20040000000.0,,,,2061000000.0,,36422000000.0,11027000000.0,1686000000.0,,,1426000000.0,25395000000.0,416000000.0,21617000000.0,1426000000.0,,23459000000.0,7915000000.0,25395000000.0,10278000000.0,-4128000000.0,-10529000000.0,57000000.0,1103000000.0,2021-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-30,USD,47851000000.0,12154000000.0,2045000000.0,2045000000.0,4167000000.0,4046000000.0,35698000000.0,6547000000.0,,7832000000.0,7832000000.0,20179000000.0,,,,1896000000.0,,36400000000.0,11825000000.0,1514000000.0,,,2709000000.0,24575000000.0,425000000.0,21038000000.0,2709000000.0,,24172000000.0,7602000000.0,-1000000.0,10467000000.0,-4128000000.0,-10370000000.0,57000000.0,1109000000.0,2021-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30,USD,49195000000.0,12822000000.0,2436000000.0,2436000000.0,4362000000.0,4488000000.0,36374000000.0,6658000000.0,,8120000000.0,8120000000.0,20421000000.0,,,,1536000000.0,,37884000000.0,12691000000.0,1551000000.0,,,3530000000.0,25193000000.0,444000000.0,21602000000.0,3530000000.0,,25576000000.0,7610000000.0,25193000000.0,10324000000.0,-4128000000.0,-10662000000.0,57000000.0,1109000000.0,2021-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-31,USD,49004000000.0,12401000000.0,1743000000.0,1743000000.0,4406000000.0,4572000000.0,36603000000.0,6112000000.0,,8445000000.0,8445000000.0,20302000000.0,,,,1680000000.0,,38029000000.0,12089000000.0,1692000000.0,,,2697000000.0,25940000000.0,441000000.0,22288000000.0,2697000000.0,,25426000000.0,7700000000.0,25940000000.0,10000000000.0,-4128000000.0,-10869000000.0,57000000.0,1107000000.0,2021-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,USD,50640000000.0,13005000000.0,2177000000.0,2177000000.0,4403000000.0,4581000000.0,37634000000.0,6296000000.0,,8923000000.0,8923000000.0,20624000000.0,,,,1844000000.0,,39579000000.0,13164000000.0,1756000000.0,,,3188000000.0,26415000000.0,479000000.0,22731000000.0,3188000000.0,,26398000000.0,8220000000.0,2719000000.0,10026000000.0,-4128000000.0,-10946000000.0,57000000.0,1107000000.0,2020-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,USD,49737000000.0,12160000000.0,1827000000.0,1827000000.0,4516000000.0,4385000000.0,37576000000.0,6152000000.0,,9308000000.0,9308000000.0,20228000000.0,,,,1432000000.0,,39145000000.0,12103000000.0,1716000000.0,,,2106000000.0,27042000000.0,472000000.0,23515000000.0,2106000000.0,,26093000000.0,8281000000.0,27042000000.0,9593000000.0,-4128000000.0,-11096000000.0,57000000.0,1096000000.0,2020-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,USD,54991000000.0,12781000000.0,2402000000.0,2402000000.0,4361000000.0,4545000000.0,42211000000.0,6122000000.0,,9941000000.0,9941000000.0,24616000000.0,,,1025000000.0,1473000000.0,,40167000000.0,11751000000.0,1606000000.0,,,1649000000.0,28416000000.0,414000000.0,24616000000.0,1649000000.0,,26679000000.0,8496000000.0,28416000000.0,13852000000.0,-4128000000.0,-6747000000.0,57000000.0,1100000000.0,2020-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,USD,55330000000.0,12884000000.0,1804000000.0,1804000000.0,4290000000.0,5189000000.0,42446000000.0,6221000000.0,,10256000000.0,10256000000.0,24490000000.0,,,1063000000.0,1601000000.0,,40742000000.0,12322000000.0,1710000000.0,,,1630000000.0,28420000000.0,411000000.0,24473000000.0,1630000000.0,,26514000000.0,8982000000.0,3035000000.0,13531000000.0,-4128000000.0,-6887000000.0,56000000.0,1096000000.0,2020-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,USD,57470000000.0,13464000000.0,1975000000.0,1975000000.0,4422000000.0,5676000000.0,44005000000.0,6436000000.0,,11232000000.0,11232000000.0,24846000000.0,,,957000000.0,1391000000.0,,42407000000.0,13674000000.0,1718000000.0,,,2345000000.0,28733000000.0,435000000.0,24562000000.0,2345000000.0,,27342000000.0,9611000000.0,28733000000.0,13972000000.0,-4128000000.0,-6956000000.0,56000000.0,1094000000.0,2019-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,USD,57246000000.0,12542000000.0,1241000000.0,1241000000.0,4636000000.0,5254000000.0,44704000000.0,6643000000.0,,11878000000.0,11878000000.0,24657000000.0,,,995000000.0,1411000000.0,,42322000000.0,14107000000.0,1688000000.0,,,3246000000.0,28215000000.0,394000000.0,23812000000.0,3130000000.0,,27336000000.0,9173000000.0,28214000000.0,13790000000.0,-4128000000.0,-7066000000.0,56000000.0,1092000000.0,2019-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,USD,59424000000.0,13805000000.0,2165000000.0,2165000000.0,4850000000.0,5260000000.0,45617000000.0,6732000000.0,,12435000000.0,12435000000.0,24913000000.0,,,1093000000.0,1530000000.0,,44174000000.0,14452000000.0,1806000000.0,,,2891000000.0,29722000000.0,426000000.0,25955000000.0,2771000000.0,,29152000000.0,9755000000.0,2068000000.0,14122000000.0,-4128000000.0,-6752000000.0,56000000.0,1092000000.0,2019-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,USD,59854000000.0,13431000000.0,1973000000.0,1973000000.0,4782000000.0,5108000000.0,46422000000.0,6785000000.0,,13191000000.0,13191000000.0,24822000000.0,,,1130000000.0,1568000000.0,,44033000000.0,14028000000.0,1763000000.0,,,2904000000.0,30005000000.0,424000000.0,25834000000.0,2790000000.0,,29048000000.0,9361000000.0,2093000000.0,14732000000.0,-4137000000.0,-6063000000.0,56000000.0,1090000000.0,2019-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,USD,60683000000.0,13794000000.0,1782000000.0,1782000000.0,4731000000.0,5822000000.0,46889000000.0,6868000000.0,,14005000000.0,14005000000.0,24917000000.0,,61000000.0,991000000.0,1459000000.0,,44889000000.0,14322000000.0,1853000000.0,,,2216000000.0,30567000000.0,,26700000000.0,2214000000.0,,28916000000.0,10253000000.0,1727000000.0,14707000000.0,-4142000000.0,-5958000000.0,56000000.0,1031000000.0,2018-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,USD,65061000000.0,13881000000.0,1875000000.0,1875000000.0,4866000000.0,5665000000.0,51180000000.0,7101000000.0,,15345000000.0,15345000000.0,27585000000.0,,,992000000.0,1475000000.0,,45927000000.0,14830000000.0,1626000000.0,,,2673000000.0,31097000000.0,,26816000000.0,2672000000.0,,29489000000.0,10531000000.0,1803000000.0,17730000000.0,-4146000000.0,-3072000000.0,54000000.0,1018000000.0,2018-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,USD,67030000000.0,14711000000.0,1861000000.0,1861000000.0,4971000000.0,6061000000.0,52319000000.0,7213000000.0,,16212000000.0,16212000000.0,27648000000.0,,,1133000000.0,1818000000.0,,47662000000.0,14215000000.0,1779000000.0,,,1272000000.0,33447000000.0,,28965000000.0,1271000000.0,,30237000000.0,11164000000.0,1814000000.0,17939000000.0,-4149000000.0,-2864000000.0,54000000.0,1018000000.0,2018-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,USD,69181000000.0,14687000000.0,1418000000.0,1418000000.0,5113000000.0,6289000000.0,54494000000.0,7420000000.0,,17314000000.0,17314000000.0,28465000000.0,,,1155000000.0,1867000000.0,,49079000000.0,14756000000.0,1929000000.0,,,1302000000.0,34323000000.0,,29450000000.0,1300000000.0,,30752000000.0,11525000000.0,1875000000.0,18621000000.0,-4149000000.0,-2688000000.0,54000000.0,1020000000.0,2018-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,USD,70615000000.0,15382000000.0,963000000.0,963000000.0,4924000000.0,7128000000.0,55233000000.0,7673000000.0,,17640000000.0,17640000000.0,28414000000.0,,83000000.0,14000000.0,2367000000.0,,51870000000.0,17921000000.0,2069000000.0,,,3646000000.0,33949000000.0,,28829000000.0,3394000000.0,,32475000000.0,12206000000.0,1843000000.0,17359000000.0,-4149000000.0,-3803000000.0,54000000.0,1017000000.0,2017-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,USD,86082000000.0,16226000000.0,680000000.0,680000000.0,5060000000.0,7424000000.0,69856000000.0,8001000000.0,,20878000000.0,20878000000.0,39392000000.0,,,14000000.0,3062000000.0,,55787000000.0,16943000000.0,2370000000.0,,,2731000000.0,38844000000.0,,31971000000.0,2418000000.0,,34702000000.0,11842000000.0,,28671000000.0,-4150000000.0,7873000000.0,54000000.0,1017000000.0,2017-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,USD,86355000000.0,14595000000.0,599000000.0,599000000.0,5132000000.0,7320000000.0,71760000000.0,8043000000.0,,21664000000.0,21664000000.0,40035000000.0,,3000000.0,,1544000000.0,,56747000000.0,15457000000.0,2278000000.0,,,1246000000.0,41290000000.0,,33806000000.0,35052000000.0,,35052000000.0,11933000000.0,,27994000000.0,-4154000000.0,7430000000.0,54000000.0,1017000000.0,2017-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,USD,91276000000.0,14835000000.0,900000000.0,900000000.0,4999000000.0,7264000000.0,76441000000.0,8160000000.0,,21189000000.0,21189000000.0,45026000000.0,,,,1672000000.0,,55531000000.0,15903000000.0,2378000000.0,,,1942000000.0,39628000000.0,,32694000000.0,34636000000.0,,34636000000.0,11583000000.0,,34023000000.0,-4156000000.0,13809000000.0,54000000.0,1017000000.0,2017-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,USD,92890000000.0,16961000000.0,988000000.0,988000000.0,4954000000.0,7523000000.0,75929000000.0,8073000000.0,,21487000000.0,21487000000.0,44409000000.0,,283000000.0,679000000.0,3084000000.0,,57897000000.0,18519000000.0,2157000000.0,,,3276000000.0,39378000000.0,,32524000000.0,1324000000.0,,35800000000.0,13086000000.0,,33337000000.0,-4194000000.0,13607000000.0,54000000.0,1015000000.0,2016-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,USD,98747000000.0,17386000000.0,1557000000.0,1557000000.0,5349000000.0,8071000000.0,81361000000.0,8379000000.0,,29557000000.0,29557000000.0,40296000000.0,,,679000000.0,2409000000.0,,61719000000.0,19286000000.0,4953000000.0,,,3676000000.0,42433000000.0,,33179000000.0,36855000000.0,,36855000000.0,10657000000.0,,35129000000.0,-4196000000.0,14991000000.0,54000000.0,984000000.0,2016-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,USD,57920000000.0,18344000000.0,6984000000.0,6984000000.0,3921000000.0,5374000000.0,39576000000.0,6693000000.0,,9544000000.0,9544000000.0,20700000000.0,,53000000.0,,2065000000.0,,25897000000.0,14411000000.0,3855000000.0,,,2989000000.0,11486000000.0,,8036000000.0,11025000000.0,,10918000000.0,7567000000.0,,30150000000.0,-4204000000.0,14990000000.0,52000000.0,920000000.0,2016-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,USD,55126000000.0,16994000000.0,5964000000.0,5964000000.0,3963000000.0,5188000000.0,38132000000.0,6632000000.0,,8566000000.0,8566000000.0,20273000000.0,,,5000000.0,1874000000.0,,24535000000.0,12905000000.0,3528000000.0,,,1592000000.0,11630000000.0,,8619000000.0,,,10200000000.0,7785000000.0,,30435000000.0,-4207000000.0,15110000000.0,52000000.0,920000000.0,2016-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,USD,54258000000.0,18398000000.0,6946000000.0,6946000000.0,3966000000.0,5350000000.0,35860000000.0,6544000000.0,,7675000000.0,7675000000.0,19025000000.0,,1448000000.0,11000000.0,2136000000.0,,24331000000.0,13005000000.0,1918000000.0,,,1585000000.0,11326000000.0,,8383000000.0,1520000000.0,,9968000000.0,9502000000.0,,29769000000.0,-4227000000.0,14851000000.0,52000000.0,875000000.0,2015-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
