,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Pharmaceutical Industries Limited | Balance Sheet (As Reported),,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSEI: SUNPHARMA (MI KEY: 4812438; SPCIQ KEY: 141232),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: S&P Capital IQ - Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Category: Fiscal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Type: Quarters,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sort Order: Latest on Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currency: Indian Rupee (INR),,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P Capital IQ - Standard,2014 FQ1,2014 FQ2,2014 FQ3,2014 FQ4,2015 FQ2,2015 FQ4,2016 FQ2,2016 FQ4,2017 FQ2,2017 FQ4,2018 FQ2,2018 FQ4,2019 FQ2,2019 FQ4,2020 FQ2,2020 FQ4,2021 FQ2,2021 FQ4,2022 FQ2,2022 FQ4,2023 FQ2,2023 FQ4,2024 FQ2,2024 FQ4,2025 FQ2,2025 FQ4,2026 FQ2,2026 FQ4
Loans and Advances,,12605600,,12445.5,16092500,,25143400,,,,,,,,,,,,,,,,,,,,,
Inventories,,30081900,,31230.1,33416100,56668.9,62709700,64225.4,63522100,68328.1,67804500,68806.9,73666500,78859.8,77408400,78749.9,86259000,89970.2,87023.4,89251.3,98747.8,105130.5,99564.1,98682.9,99356.5,102433.3,104422,114929.3
Other Current Assets,,1850400,,25298.7,25936600,12519.4,2190900,16798.2,19730900,22949.9,30564900,23489.5,23645800,20456.4,26250400,18953,20528900,18761.5,19915.7,18798.9,21538.2,19616.5,22631.4,22280.1,23884.4,25278.6,48456.5,28647.7
Other Financial Assets,,,,,,26751.9,,890.8,1211100,2258.5,2189400,4795.5,5109400,7177,8825000,9293.4,9250400,8759.3,7082.3,7377.3,7536,7645.1,9340.9,9172,6331.8,17406.6,15204.5,14036.9
Assets Classified as Held for Sale,,,,,,,,71.9,,65.9,,,,,,,,,,,,214,211.5,418.7,366,304.1,309.9,309
Total Current Assets,,161296500,,186864.6,190429500,288782.2,305414700,299413,322894600,329536.5,341667100,316359,339157600,310691.9,301929400,316541.6,309227400,304420.8,320782.3,,390028.8,398833.4,,434749.8,,,,
Noncurrent Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Work in Progress,,,,,,,,,15411200,,17189700,,12690700,,7115200,,9816900,,9745.7,,8057.1,,10173.3,,11501.2,,,
"Property, Plant and Equipment",,56468700,,34981.8,66600700,70000.7,110695000,75831.4,74628800,84952.9,85716300,91590.3,96354000,100274.2,103947600,105674.3,103586400,102349.9,100371.4,103713.8,105313.2,103903.8,101012.1,101923.2,100982.1,,104071.1,
"(A^ Property, Plant and Equipmenta",,,,,,,,,,,,,,,,,,,,,,,,,,100359.4,,111141.1
Investment in Joint Venture,,,,,,418,,655,,429.5,419700,252.8,283300,262,275500,275.7,302500,278.3,296.3,340.2,364.2,361.6,345,,366.2,,,
Investment in Associates,,,,,,2175.7,,3008.8,,4605.4,5284300,2748.6,2240900,2163.4,2102600,2153.9,2253200,2327.3,2420.2,2320.6,2400,3474.8,3372.2,,4416.2,,,
Investments,,2753800,,7875.6,8768400,10772.1,5687700,7496.9,9166300,4575.1,18012000,27521.1,41782100,37092.7,44147300,50027.9,52973700,62218.3,59983.7,49485.7,45066,50680.9,48853.9,64412.3,61582.8,46977,39200.5,37890.7
Deferred Tax Asset-net,,11953200,,11866.9,13940700,27172.1,20301900,31489.9,38944900,24928.2,23063500,24073.3,24132300,25548.7,30401200,31752.9,34702900,35564.4,29690.7,28495.8,36411.5,35189.2,31917.2,41036.5,41735.5,44075.5,39753.3,40464.6
Loans,,,,,,,,,992800,,4299300,,24034100,,175700,,6800,,75.4,,5.8,,4,,4.5,,,
Long-term Loans and Advances,,9549300,,10511.8,13115200,1830.1,28460000,1073.2,,698.1,,22424.7,,170.4,,7.9,,7.1,,7.1,,6.1,,8.5,,27.9,29.2,17.6
Goodwill,,12872000,,,22765900,,36628900,,56592800,,56279700,,62305900,,60943500,,63426600,,63795.9,,70414.6,,89200.8,,87711.9,,92790.2,
Goodwill-net,,,,18346.2,,54845.9,,56347.4,,55362.2,,56067.1,,59557.7,,64814.6,,62876.4,,65912.8,,83580.3,,85689.9,,89394.2,,98330.8
Intangible Assets,,,,14844.8,,,,,,,,,,,,,,,,,,,,,,,,
Other Intangible Assets,,,,,,6461.3,,26543.7,27867100,36436.6,35528400,40869.1,63179300,58533.5,56941400,57980.2,53856800,50303.5,49970,57025,53971.3,53170.3,47532.6,44868.4,41639.3,36109.2,121234.8,118750.8
Intangible Assets Under Development,,,,,,5068.4,,9719.9,7496800,12366.2,13494900,10306.9,6194000,5003.6,5238900,5614.3,6928200,6303.1,8304.9,4892.9,5775.1,40098.1,41172.4,42461.5,52844.8,54096.2,15612.9,16710.8
Other Non-current Assets,,6600,,1.1,,5934.2,671300,6152.8,7358300,6861.8,9686200,5660.1,5714400,5083.5,7357800,6200.9,5205300,5367.4,4198.8,2888.4,2951.5,3723.7,4634.2,4739.3,4677.8,5401.2,5441.1,4710
Other Financial Assets,,,,,,1583.4,,9809.9,28217200,6452.2,1616000,1049.2,818600,787.7,1041400,1048.8,1101400,957.8,846.6,1259,1977.4,1710.4,1213.6,1179.5,1769.1,1770.4,1172,666.1
CIQ Balancing Difference - Total Assets,,,,,,,,,,,,,,,200,,,,,,,,,,,,,
Capital Work in Progress Includingadvances on Capital Account,,,,8415.4,,15317.7,,12034.6,,15647.6,,14344.7,,9107.9,,6589.1,,9365.2,,7975.1,,9633.5,,11077.3,,12343.4,13547.3,13806.5
"Income Tax Assets, Net",,,,,,11238.8,,15726.2,14838000,31250.1,31675300,31896.6,28780400,32660.9,30057200,33842.5,33324200,34327.8,40062.1,25115.3,21818.4,23069.8,21442.3,22850.3,10870.7,4206.7,2538.4,6451.3
Total Assets,,254900100,,293708.2,315620400,501600.6,507859500,555302.7,604408800,614102.4,643932400,645163.5,707667600,646938.1,651674900,682524.6,676712300,676667.3,690544,698077.7,744554.9,807435.9,794411.6,854996.5,881156.6,921005.8,1037065,1087852.2
Current Liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Payables,,13500400,,13282.6,16320900,32430.3,35911900,35829.2,35821200,43953.9,48849600,47662,39736400,41478.7,37299000,35836.4,42749500,39736.6,41253.8,44897.6,51087.6,56815.2,56995.1,56533,57324.5,61843.4,67055.6,73338
Short-term Borrowings,,25733500,,24403.4,976400,62126.7,48037200,52061.2,64354500,66549.2,79215300,79797,93414000,83707.6,53387500,55493.8,37119800,28687.8,11352.9,7007.7,38069.1,61978.8,14879,28443.6,20797.9,18671.1,46834.9,40503.5
Lease Liabilities,,,,,,,,,,,,,,,,,,1016.7,,1078.2,1115.4,1280.8,1270.7,1256.9,1239.4,1368.2,1697.1,1840.8
"Current Tax Liabilities, Net",,,,,,5914.7,,2472.1,2757300,1471.2,1256500,1328.3,1535200,1269.4,1702300,2020.3,2372800,1790.8,1686.9,1756.2,2876.1,3087.1,4642.1,4117,5910.1,7331.8,12956.3,13500.4
Short-term Provisions,,12900700,,19605.8,18096300,24447,35901100,29734.4,38323500,40159.1,50610800,51096.6,51158600,29323.3,32467200,38363.6,41858400,45826.5,50127.4,91478.2,49433.1,53543.8,51652.2,53575.6,57143.5,61551.3,72650.8,59440.6
Other Current Liabilities,,9201100,,2604.1,4149500,4237.8,23050400,4469.4,5975400,4620.5,7598600,5382.1,4107500,7344,12124500,6462.9,6410700,7279.9,8918.8,7033.9,7726.2,6427.2,6647.5,10844.6,7042.1,11697.9,,11875.3
Other Financial Liabilities,,,,,,24137.4,,6873.3,18445000,22116.3,18018000,13377.2,36818600,10273.2,10767800,18887.3,32596100,37118,34742.5,18832.7,16707.4,15930.9,14138.9,15067,23088.4,19478.4,20990,25721.8
Current Liabilities and Provisions,,,,,,,,,,,,,,,,,,,,,,,6.2,,6.3,,,
Liabilities Directly Associated With Assets Classified as Held for Sale,,,,,,,,,,,,,,,,,,,,,,6.2,,6.3,,,,
B Other Current liabilities SIGNED for IDENTIFICATION,,,,,,,,,,,,,,,,,,,,,,,,,,,11967.9,
Total Current Liabilities,,61335700,,59895.9,39543100,153293.9,142900600,131439.6,165676900,178870.2,205548800,198643.2,226770300,173396.2,147748300,157064.3,163107300,161456.3,148082.3,,167014.9,199070,,169844,172552.2,181942.1,234152.6,226220.4
Noncurrent Liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unsecured Loans,,1308400,,,2162800,,22340300,,18599800,,16992700,,13770300,,21354200,,17608400,,6481.4,,,,,,13.3,,,
Borrowings,,,,486.7,,13597.7,,31103,,14360.8,,17720.9,,15226.1,,20289.2,,6547.1,,2299.2,,,,13.3,,25.2,24.3,312.6
Lease Liabilities,,,,,,,,,,,,,,,,,,2434.2,,2517.9,4470.6,5599.1,3132.6,3022.9,3668.9,3557.4,3594.7,3616.3
Deferred Tax Liability,,2162100,,2756.7,2420700,751.4,539500,1027.7,1016900,3147.9,2299400,2189.6,2849000,1042.8,543200,581.4,440400,445.1,469.3,318.6,322.2,316.9,356.6,1718.6,1887.6,1924.4,,3780.2
C Deferred tax liabilities (Net) so,,,,,,,,,,,,,,,,,,,,,,,,,,,3834.5,
Minority Interest,,22274500,,19211.8,23421400,28511.9,33920300,40852.5,36995600,37908.6,40490100,38841.6,44069500,33135.4,35810300,38602.4,31811600,30170.5,29257.4,30548.9,32461.8,33200.9,33712.4,34591.9,2647.5,2679.3,3068.7,3096.5
Other Long-term Liabilities,,90100,,91.4,1989400,129.8,2647800,254.3,251400,259.1,,266,,5712.5,7610900,7808.7,7654600,7519.3,7187.7,6344.5,,5828.2,5063.9,4999.4,4597.5,3852.4,,3566.7
Provisions,,5499500,,26016.2,25997000,23074.5,24406800,18958.6,13565000,12111.1,8345700,4044.6,1886100,4303.9,4522600,5110,5211000,3271.2,3577.7,3690.7,3572.7,3429.1,3615.6,4138.9,4037.7,4650.4,,5121.8
Trade Payables,,,,,,10.2,,,,,,,,,,,,,,,,,,,,,,
Other Financial Liabilities,,,,,,1816.7,,1842.2,1327100,1048,1123200,316.5,52700,30.6,170700,424.1,155100,195.8,125.7,161.2,42.8,37.9,42.4,,602.9,106.8,5787.4,6307.9
Other Non-financial Liabilities,,,,,,,,,,,261000,,8036500,,,,,,,,5490.4,,,,,,3743.5,
CIQ Balancing Difference - Total Long-Term Liabilities,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,
(E) Non-current Tax Liabilities (Net),,,,,,,,,,,,,,,,,,,,,,,,,,87.6,,128.9
B Provisions ICA,,,,,,,,,,,,,,,,,,,,,,,,,,,4571.7,
E Non-current tax liabilities (Net) 3(MUAI,,,,,,,,,,,,,,,,,,,,,,,,,,,90.4,
Shareholders' Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common Stock - Par Value,1035600,2071200,2071200,2071.2,2071200,2071.2,2406400,2406.6,2406700,2399.3,2399300,2399.3,2399300,2399.3,2399300,2399.3,2399300,2399.3,2399.3,2399.3,2399.3,2399.3,2399.3,2399.3,2399.3,2399.3,2399.3,2399.3
Reserves & Surplus,,160158600,,183178.3,218014800,,278688800,,,,,,,,,,,,,,,,,,,,,
Other Equity,,,,,,278008.5,,327418.2,364569400,363997.4,366472200,380741.8,407833900,411691.3,431515400,450245.2,448324600,462228.5,492963.2,477712.9,528780,557554.5,595857.1,634268.2,688749.7,719780.9,775797.9,833301.6
Share Suspense Account,,,,,,334.8,,,,,,,,,,,,,,,,,,,,,,
Subscribed Share Capital - Common,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,
Total Shareholders Equity,1035600,162229800,2071200,185249.5,220086000,280414.5,281104200,329824.8,366976100,366396.7,368871500,383141.1,410233200,414090.6,433914700,452644.5,450723900,464627.8,495362.5,480112.2,531179.3,559953.8,598256.4,636667.5,691149,722180.2,778197.2,835700.9
Total Liabilities & Shareholders Equity,,254900100,,293708.2,315620400,501600.6,507859500,555302.7,604408800,614102.4,643932400,645163.5,707667600,646938.1,651674900,682524.6,676712300,676667.3,690544,698077.7,744554.9,807435.9,794411.6,854996.5,881156.6,921005.8,1037065,1087852.2
"Data shown on this page is extracted directly from the company’s documents. S&P Global Market Intelligence makes every effort to line up fields, captions and headers that represent the same data over time, despite variations in how the company may report these items in different documents. In certain instances the variation in the company’s presentation over time may be too significant, potentially resulting in repeating and/or disordered items. Despite possible issues with the presentation, S&P Global Market Intelligence, as always, stands by its commitment to the quality of the data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
