company,period_label,period_type,period_end,statement,line_item,value,value_period,currency,units,scope,source,source_url,report_date,page,original_file,sha256,direct_derived,notes
Laboratorios Rovi,Annual_2016,Annual,2016-12-31,Income Statement,Revenue,231382,FY,EUR,thousand,parent,primary_source_pdf,https://www.rovi.es/sites/default/files/informe_anual_2016.pdf,2017-02-16,9,Rovi_Annual_2016_ES.pdf,6491e2f6aebfddcacf7fa8b2f615419ab84626d43011af550d747041ba605db4,direct,Parent-only Spanish GAAP; 'Importe neto de la cifra de negocios'
Laboratorios Rovi,H1_2024,H1,2024-06-30,Income Statement,Operating Profit,56478,H1,EUR,thousand,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/informe_financiero_semestral_30.06.24_ingles_para_cnmv.pdf,2024-07-31,7,Rovi_H1_2024_ENG.pdf,a254713d5fd374cb58c23b2f310af93e8c3f28db25ee7eff187a0772099cd37c,direct,Condensed consolidated interim; 'OPERATING PROFIT'
Laboratorios Rovi,H1_2024,H1,2024-06-30,Income Statement,Net Income,44338,H1,EUR,thousand,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/informe_financiero_semestral_30.06.24_ingles_para_cnmv.pdf,2024-07-31,7,Rovi_H1_2024_ENG.pdf,a254713d5fd374cb58c23b2f310af93e8c3f28db25ee7eff187a0772099cd37c,direct,Condensed consolidated interim; 'PROFIT FOR THE PERIOD'
Laboratorios Rovi,H1_2024,H1,2024-06-30,Balance Sheet,Total Assets,857325,H1,EUR,thousand,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/informe_financiero_semestral_30.06.24_ingles_para_cnmv.pdf,2024-07-31,5,Rovi_H1_2024_ENG.pdf,a254713d5fd374cb58c23b2f310af93e8c3f28db25ee7eff187a0772099cd37c,direct,Condensed consolidated interim; 'Total assets'
Laboratorios Rovi,H1_2024,H1,2024-06-30,Balance Sheet,Total Equity,482762,H1,EUR,thousand,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/informe_financiero_semestral_30.06.24_ingles_para_cnmv.pdf,2024-07-31,6,Rovi_H1_2024_ENG.pdf,a254713d5fd374cb58c23b2f310af93e8c3f28db25ee7eff187a0772099cd37c,direct,Condensed consolidated interim; 'Total equity'
Laboratorios Rovi,H1_2024,H1,2024-06-30,Cash Flow,Operating Cash Flow,29749,H1,EUR,thousand,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/informe_financiero_semestral_30.06.24_ingles_para_cnmv.pdf,2024-07-31,11,Rovi_H1_2024_ENG.pdf,a254713d5fd374cb58c23b2f310af93e8c3f28db25ee7eff187a0772099cd37c,direct,Condensed consolidated interim; 'Net cash generated (used) in operating activities'
Laboratorios Rovi,9M_2024,9M,2024-09-30,Income Statement,Revenue,564600,9M,EUR,million,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/rovi_presentacion_vf_1.pdf,2024-11-07,16,Rovi_9M_2024_Presentation_ES.pdf,1eaf9b45ab521f0a525ec8678e4337d6819d040d2f820ed8b7d9afda7f383c74,direct,Group management figures from investor presentation; 'Ingresos operativos' Normalized to thousand EUR (original million).
Laboratorios Rovi,9M_2024,9M,2024-09-30,Income Statement,Operating Profit,146600,9M,EUR,million,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/rovi_presentacion_vf_1.pdf,2024-11-07,19,Rovi_9M_2024_Presentation_ES.pdf,1eaf9b45ab521f0a525ec8678e4337d6819d040d2f820ed8b7d9afda7f383c74,direct,Group management figures from investor presentation; 'EBIT' Normalized to thousand EUR (original million).
Laboratorios Rovi,9M_2024,9M,2024-09-30,Income Statement,Net Income,113500,9M,EUR,million,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/rovi_presentacion_vf_1.pdf,2024-11-07,19,Rovi_9M_2024_Presentation_ES.pdf,1eaf9b45ab521f0a525ec8678e4337d6819d040d2f820ed8b7d9afda7f383c74,direct,Group management figures from investor presentation; 'Beneficio neto' Normalized to thousand EUR (original million).
Laboratorios Rovi,9M_2024,9M,2024-09-30,Cash Flow,Operating Cash Flow,65200,9M,EUR,million,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/rovi_presentacion_vf_1.pdf,2024-11-07,21,Rovi_9M_2024_Presentation_ES.pdf,1eaf9b45ab521f0a525ec8678e4337d6819d040d2f820ed8b7d9afda7f383c74,direct,Group management figures from investor presentation; 'Flujo de actividades de explotación' Normalized to thousand EUR (original million).
Laboratorios Rovi,Q1_2025,Q1,2025-03-31,Income Statement,Revenue,154892,Q1,EUR,thousand,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/rovi_press_release_def.pdf,2025-05-08,30,Rovi_Q1_2025_PressRelease_ENG.pdf,750100c71f6be62a04852a9b5fa8b977628828556792629378d3e0cf765a0b02,direct,Consolidated unaudited; 'Revenue'
Laboratorios Rovi,Q1_2025,Q1,2025-03-31,Income Statement,Operating Profit,23019,Q1,EUR,thousand,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/rovi_press_release_def.pdf,2025-05-08,30,Rovi_Q1_2025_PressRelease_ENG.pdf,750100c71f6be62a04852a9b5fa8b977628828556792629378d3e0cf765a0b02,direct,Consolidated unaudited; 'OPERATING PROFIT (EBIT)'
Laboratorios Rovi,Q1_2025,Q1,2025-03-31,Income Statement,Net Income,18076,Q1,EUR,thousand,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/rovi_press_release_def.pdf,2025-05-08,30,Rovi_Q1_2025_PressRelease_ENG.pdf,750100c71f6be62a04852a9b5fa8b977628828556792629378d3e0cf765a0b02,direct,Consolidated unaudited; 'PROFIT FOR THE PERIOD'
Laboratorios Rovi,Q1_2025,Q1,2025-03-31,Balance Sheet,Total Assets,813963,Q1,EUR,thousand,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/rovi_press_release_def.pdf,2025-05-08,29,Rovi_Q1_2025_PressRelease_ENG.pdf,750100c71f6be62a04852a9b5fa8b977628828556792629378d3e0cf765a0b02,direct,Consolidated unaudited; 'Total assets'
Laboratorios Rovi,Q1_2025,Q1,2025-03-31,Balance Sheet,Total Equity,599468,Q1,EUR,thousand,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/rovi_press_release_def.pdf,2025-05-08,29,Rovi_Q1_2025_PressRelease_ENG.pdf,750100c71f6be62a04852a9b5fa8b977628828556792629378d3e0cf765a0b02,direct,Consolidated unaudited; 'Total equity'
Laboratorios Rovi,Q1_2025,Q1,2025-03-31,Cash Flow,Operating Cash Flow,18844,Q1,EUR,thousand,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/rovi_press_release_def.pdf,2025-05-08,31,Rovi_Q1_2025_PressRelease_ENG.pdf,750100c71f6be62a04852a9b5fa8b977628828556792629378d3e0cf765a0b02,direct,Consolidated unaudited; 'Net cash generated (used) in operating activities'
Laboratorios Rovi,H1_2025,H1,2025-06-30,Income Statement,Revenue,314590,H1,EUR,thousand,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/informe_financiero_semestral_30.06.25_ingles_para_cnmv.pdf,2025-07-24,7,Rovi_H1_2025_ENG.pdf,1379ddb4ab4eb7e6c880ecf3dbca5e943df8f5669b7764d100010798f2e77c79,direct,Condensed consolidated interim; 'Revenue'
Laboratorios Rovi,H1_2025,H1,2025-06-30,Income Statement,Operating Profit,50947,H1,EUR,thousand,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/informe_financiero_semestral_30.06.25_ingles_para_cnmv.pdf,2025-07-24,7,Rovi_H1_2025_ENG.pdf,1379ddb4ab4eb7e6c880ecf3dbca5e943df8f5669b7764d100010798f2e77c79,direct,Condensed consolidated interim; 'OPERATING PROFIT'
Laboratorios Rovi,H1_2025,H1,2025-06-30,Income Statement,Net Income,39700,H1,EUR,thousand,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/informe_financiero_semestral_30.06.25_ingles_para_cnmv.pdf,2025-07-24,7,Rovi_H1_2025_ENG.pdf,1379ddb4ab4eb7e6c880ecf3dbca5e943df8f5669b7764d100010798f2e77c79,direct,Condensed consolidated interim; 'PROFIT FOR THE PERIOD'
Laboratorios Rovi,H1_2025,H1,2025-06-30,Balance Sheet,Total Assets,869605,H1,EUR,thousand,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/informe_financiero_semestral_30.06.25_ingles_para_cnmv.pdf,2025-07-24,5,Rovi_H1_2025_ENG.pdf,1379ddb4ab4eb7e6c880ecf3dbca5e943df8f5669b7764d100010798f2e77c79,direct,Condensed consolidated interim; 'Total assets'
Laboratorios Rovi,H1_2025,H1,2025-06-30,Balance Sheet,Total Equity,574715,H1,EUR,thousand,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/informe_financiero_semestral_30.06.25_ingles_para_cnmv.pdf,2025-07-24,6,Rovi_H1_2025_ENG.pdf,1379ddb4ab4eb7e6c880ecf3dbca5e943df8f5669b7764d100010798f2e77c79,direct,Condensed consolidated interim; 'Total equity'
Laboratorios Rovi,H1_2025,H1,2025-06-30,Cash Flow,Operating Cash Flow,28024,H1,EUR,thousand,group/consolidated,primary_source_pdf,https://www.rovi.es/sites/default/files/informe_financiero_semestral_30.06.25_ingles_para_cnmv.pdf,2025-07-24,11,Rovi_H1_2025_ENG.pdf,1379ddb4ab4eb7e6c880ecf3dbca5e943df8f5669b7764d100010798f2e77c79,direct,Condensed consolidated interim; 'Net cash generated (used) in operating activities'
